GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,total_pop,urban_pop,rural_pop,rural_propotion
G4801530,2010,3,7,Texas,48,Floyd County,153,6446,3009,3437,0.533198883
G4801550,2010,3,7,Texas,48,Foard County,155,1336,0,1336,1
G4801570,2010,3,7,Texas,48,Fort Bend County,157,585375,552970,32405,0.055357677
G4801590,2010,3,7,Texas,48,Franklin County,159,10605,3274,7331,0.691277699
G4801610,2010,3,7,Texas,48,Freestone County,161,19816,6643,13173,0.664765846
G4801630,2010,3,7,Texas,48,Frio County,163,17217,13398,3819,0.221815647
G4801650,2010,3,7,Texas,48,Gaines County,165,17526,6477,11049,0.630434783
G4801670,2010,3,7,Texas,48,Galveston County,167,291309,273394,17915,0.061498272
G4801690,2010,3,7,Texas,48,Garza County,169,6461,5018,1443,0.22334004
G4801710,2010,3,7,Texas,48,Gillespie County,171,24837,11511,13326,0.536538229
G4801730,2010,3,7,Texas,48,Glasscock County,173,1226,0,1226,1
G4801750,2010,3,7,Texas,48,Goliad County,175,7210,0,7210,1
G4801770,2010,3,7,Texas,48,Gonzales County,177,19807,6877,12930,0.652799515
G4801790,2010,3,7,Texas,48,Gray County,179,22535,18166,4369,0.193876193
G4801810,2010,3,7,Texas,48,Grayson County,181,120877,68718,52159,0.431504753
G4801830,2010,3,7,Texas,48,Gregg County,183,121730,105464,16266,0.133623593
G4801850,2010,3,7,Texas,48,Grimes County,185,26604,8273,18331,0.689031725
G4801870,2010,3,7,Texas,48,Guadalupe County,187,131533,97121,34412,0.261622559
G4801890,2010,3,7,Texas,48,Hale County,189,36273,27894,8379,0.230998263
G4801910,2010,3,7,Texas,48,Hall County,191,3353,0,3353,1
G4801930,2010,3,7,Texas,48,Hamilton County,193,8517,3034,5483,0.643771281
G4801950,2010,3,7,Texas,48,Hansford County,195,5613,3349,2264,0.403349368
G4801970,2010,3,7,Texas,48,Hardeman County,197,4139,0,4139,1
G4801990,2010,3,7,Texas,48,Hardin County,199,54635,26472,28163,0.515475428
G4802010,2010,3,7,Texas,48,Harris County,201,4092459,4042806,49653,0.012132803
G4802030,2010,3,7,Texas,48,Harrison County,203,65631,28842,36789,0.560543036
G4802050,2010,3,7,Texas,48,Hartley County,205,6062,2591,3471,0.572583306
G4802070,2010,3,7,Texas,48,Haskell County,207,5899,3090,2809,0.476182404
G4802090,2010,3,7,Texas,48,Hays County,209,157107,107285,49822,0.317121452
G4802110,2010,3,7,Texas,48,Hemphill County,211,3807,2781,1026,0.269503546
G4802130,2010,3,7,Texas,48,Henderson County,213,78532,31326,47206,0.601105282
G4802150,2010,3,7,Texas,48,Hidalgo County,215,774769,734956,39813,0.05138693
G4802170,2010,3,7,Texas,48,Hill County,217,35089,8328,26761,0.762660663
G4802190,2010,3,7,Texas,48,Hockley County,219,22935,13796,9139,0.398473948
G4802210,2010,3,7,Texas,48,Hood County,221,51182,34371,16811,0.328455316
G4802230,2010,3,7,Texas,48,Hopkins County,223,35161,14196,20965,0.596257217
G4802250,2010,3,7,Texas,48,Houston County,225,23732,6292,17440,0.734872746
G4802270,2010,3,7,Texas,48,Howard County,227,35012,27987,7025,0.200645493
G4802290,2010,3,7,Texas,48,Hudspeth County,229,3476,0,3476,1
G4802310,2010,3,7,Texas,48,Hunt County,231,86129,37353,48776,0.566313321
G4802330,2010,3,7,Texas,48,Hutchinson County,233,22150,17152,4998,0.225643341
G4802350,2010,3,7,Texas,48,Irion County,235,1599,0,1599,1
G4802370,2010,3,7,Texas,48,Jack County,237,9044,4231,4813,0.532176028
G4802390,2010,3,7,Texas,48,Jackson County,239,14075,5374,8701,0.618188277
G4802410,2010,3,7,Texas,48,Jasper County,241,35710,7790,27920,0.781853822
G4802430,2010,3,7,Texas,48,Jeff Davis County,243,2342,0,2342,1
G4802450,2010,3,7,Texas,48,Jefferson County,245,252273,231077,21196,0.084020089
G4802470,2010,3,7,Texas,48,Jim Hogg County,247,5300,4378,922,0.173962264
G4802490,2010,3,7,Texas,48,Jim Wells County,249,40838,24468,16370,0.400852148
G4802510,2010,3,7,Texas,48,Johnson County,251,150934,93769,57165,0.378741702
G4802530,2010,3,7,Texas,48,Jones County,253,20202,3000,17202,0.851499851
G4802550,2010,3,7,Texas,48,Karnes County,255,14824,9133,5691,0.383904479
G4802570,2010,3,7,Texas,48,Kaufman County,257,103350,52897,50453,0.488176101
G4802590,2010,3,7,Texas,48,Kendall County,259,33410,13979,19431,0.581592338
G4802610,2010,3,7,Texas,48,Kenedy County,261,416,0,416,1
G4802630,2010,3,7,Texas,48,Kent County,263,808,0,808,1
G4802650,2010,3,7,Texas,48,Kerr County,265,49625,29228,20397,0.41102267
G4802670,2010,3,7,Texas,48,Kimble County,267,4607,2566,2041,0.443021489
G4802690,2010,3,7,Texas,48,King County,269,286,0,286,1
G4802710,2010,3,7,Texas,48,Kinney County,271,3598,2862,736,0.204558088
G4802730,2010,3,7,Texas,48,Kleberg County,273,32061,26011,6050,0.188702785
G4802750,2010,3,7,Texas,48,Knox County,275,3719,0,3719,1
G4802770,2010,3,7,Texas,48,Lamar County,277,49793,26349,23444,0.470829233
G4802790,2010,3,7,Texas,48,Lamb County,279,13977,5914,8063,0.576876297
G4802810,2010,3,7,Texas,48,Lampasas County,281,19677,6244,13433,0.682675205
G4802830,2010,3,7,Texas,48,La Salle County,283,6886,3694,3192,0.46354923
G4802850,2010,3,7,Texas,48,Lavaca County,285,19263,3599,15664,0.813165135
G4802870,2010,3,7,Texas,48,Lee County,287,16612,5030,11582,0.697206838
G4802890,2010,3,7,Texas,48,Leon County,289,16801,0,16801,1
G4802910,2010,3,7,Texas,48,Liberty County,291,75643,27816,47827,0.632272649
G4802930,2010,3,7,Texas,48,Limestone County,293,23384,10846,12538,0.536178584
G4802950,2010,3,7,Texas,48,Lipscomb County,295,3302,0,3302,1
G4802970,2010,3,7,Texas,48,Live Oak County,297,11531,0,11531,1
G4802990,2010,3,7,Texas,48,Llano County,299,19301,10581,8720,0.451790063
G4803010,2010,3,7,Texas,48,Loving County,301,82,0,82,1
G4803030,2010,3,7,Texas,48,Lubbock County,303,278831,247224,31607,0.113355402
G4803050,2010,3,7,Texas,48,Lynn County,305,5915,2560,3355,0.567202029
G4803070,2010,3,7,Texas,48,McCulloch County,307,8283,5357,2926,0.353253652
G4803090,2010,3,7,Texas,48,McLennan County,309,234906,180051,54855,0.233518939
G4803110,2010,3,7,Texas,48,McMullen County,311,707,0,707,1
G4803130,2010,3,7,Texas,48,Madison County,313,13664,4454,9210,0.674033958
G4803150,2010,3,7,Texas,48,Marion County,315,10546,0,10546,1
G4803170,2010,3,7,Texas,48,Martin County,317,4799,0,4799,1
G4803190,2010,3,7,Texas,48,Mason County,319,4012,0,4012,1
G4803210,2010,3,7,Texas,48,Matagorda County,321,36702,23336,13366,0.364176339
G4803230,2010,3,7,Texas,48,Maverick County,323,54258,49236,5022,0.092557779
G4803250,2010,3,7,Texas,48,Medina County,325,46006,17687,28319,0.615550146
G4803270,2010,3,7,Texas,48,Menard County,327,2242,0,2242,1
G4803290,2010,3,7,Texas,48,Midland County,329,136872,120048,16824,0.122917763
G4803310,2010,3,7,Texas,48,Milam County,331,24757,10848,13909,0.561820899
G4803330,2010,3,7,Texas,48,Mills County,333,4936,0,4936,1
G4803350,2010,3,7,Texas,48,Mitchell County,335,9403,5948,3455,0.367435925
G4803370,2010,3,7,Texas,48,Montague County,337,19719,8096,11623,0.589431513
G4803390,2010,3,7,Texas,48,Montgomery County,339,455746,352175,103571,0.227255972
G4803410,2010,3,7,Texas,48,Moore County,341,21904,18221,3683,0.168142805
G4803430,2010,3,7,Texas,48,Morris County,343,12934,2791,10143,0.784212154
G4803450,2010,3,7,Texas,48,Motley County,345,1210,0,1210,1
G4803470,2010,3,7,Texas,48,Nacogdoches County,347,64524,34546,29978,0.464602319
G4803490,2010,3,7,Texas,48,Navarro County,349,47735,22599,25136,0.526573793
G4803510,2010,3,7,Texas,48,Newton County,351,14445,0,14445,1
G4803530,2010,3,7,Texas,48,Nolan County,353,15216,10247,4969,0.326564143
G4803550,2010,3,7,Texas,48,Nueces County,355,340223,318288,21935,0.06447242
G4803570,2010,3,7,Texas,48,Ochiltree County,357,10223,8801,1422,0.139098112
G4803590,2010,3,7,Texas,48,Oldham County,359,2052,0,2052,1
G4803610,2010,3,7,Texas,48,Orange County,361,81837,53054,28783,0.351711329
G4803630,2010,3,7,Texas,48,Palo Pinto County,363,28111,13995,14116,0.502152182
G4803650,2010,3,7,Texas,48,Panola County,365,23796,6492,17304,0.727181039
G4803670,2010,3,7,Texas,48,Parker County,367,116927,51349,65578,0.560845656
G4803690,2010,3,7,Texas,48,Parmer County,369,10269,4106,6163,0.600155809
G4803710,2010,3,7,Texas,48,Pecos County,371,15507,9339,6168,0.397755852
G4803730,2010,3,7,Texas,48,Polk County,373,45413,10155,35258,0.776385616
G4803750,2010,3,7,Texas,48,Potter County,375,121073,110181,10892,0.089962254
G4803770,2010,3,7,Texas,48,Presidio County,377,7818,4654,3164,0.404707086
G4803790,2010,3,7,Texas,48,Rains County,379,10914,739,10175,0.932288803
G4803810,2010,3,7,Texas,48,Randall County,381,120725,103370,17355,0.143756471
G4803830,2010,3,7,Texas,48,Reagan County,383,3367,2919,448,0.133056133
G4803850,2010,3,7,Texas,48,Real County,385,3309,0,3309,1
G4803870,2010,3,7,Texas,48,Red River County,387,12860,3121,9739,0.757309487
G4803890,2010,3,7,Texas,48,Reeves County,389,13783,11785,1998,0.144961184
G4803910,2010,3,7,Texas,48,Refugio County,391,7383,2903,4480,0.606799404
G4803930,2010,3,7,Texas,48,Roberts County,393,929,0,929,1
G4803950,2010,3,7,Texas,48,Robertson County,395,16622,4346,12276,0.738539285
G4803970,2010,3,7,Texas,48,Rockwall County,397,78337,65775,12562,0.160358451
G4803990,2010,3,7,Texas,48,Runnels County,399,10501,6221,4280,0.40758023
G4804010,2010,3,7,Texas,48,Rusk County,401,53330,18200,35130,0.658728671
G4804030,2010,3,7,Texas,48,Sabine County,403,10834,0,10834,1
G4804050,2010,3,7,Texas,48,San Augustine County,405,8865,0,8865,1
G4804070,2010,3,7,Texas,48,San Jacinto County,407,26384,0,26384,1
G4804090,2010,3,7,Texas,48,San Patricio County,409,64804,52070,12734,0.196500216
G4804110,2010,3,7,Texas,48,San Saba County,411,6131,3105,3026,0.493557332
G4804130,2010,3,7,Texas,48,Schleicher County,413,3461,0,3461,1
G4804150,2010,3,7,Texas,48,Scurry County,415,16921,11557,5364,0.317002541
G4804170,2010,3,7,Texas,48,Shackelford County,417,3378,0,3378,1
G4804190,2010,3,7,Texas,48,Shelby County,419,25448,5234,20214,0.794325684
G4804210,2010,3,7,Texas,48,Sherman County,421,3034,0,3034,1
G4804230,2010,3,7,Texas,48,Smith County,423,209714,143428,66286,0.316078087
G4804250,2010,3,7,Texas,48,Somervell County,425,8490,0,8490,1
G4804270,2010,3,7,Texas,48,Starr County,427,60968,46515,14453,0.237058785
G4804290,2010,3,7,Texas,48,Stephens County,429,9630,5839,3791,0.393665628
G4804310,2010,3,7,Texas,48,Sterling County,431,1143,0,1143,1
G4804330,2010,3,7,Texas,48,Stonewall County,433,1490,0,1490,1
G4804350,2010,3,7,Texas,48,Sutton County,435,4128,3352,776,0.187984496
G4804370,2010,3,7,Texas,48,Swisher County,437,7854,4903,2951,0.375732111
G4804390,2010,3,7,Texas,48,Tarrant County,439,1809034,1785730,23304,0.012882013
G4804410,2010,3,7,Texas,48,Taylor County,441,131506,110421,21085,0.16033489
G4804430,2010,3,7,Texas,48,Terrell County,443,984,0,984,1
G4804450,2010,3,7,Texas,48,Terry County,445,12651,9530,3121,0.246699866
G4804470,2010,3,7,Texas,48,Throckmorton County,447,1641,0,1641,1
G4804490,2010,3,7,Texas,48,Titus County,449,32334,15987,16347,0.505566896
G4804510,2010,3,7,Texas,48,Tom Green County,451,110224,92984,17240,0.156408768
G4804530,2010,3,7,Texas,48,Travis County,453,1024266,968305,55961,0.054635222
G4804550,2010,3,7,Texas,48,Trinity County,455,14585,3320,11265,0.772368872
G4804570,2010,3,7,Texas,48,Tyler County,457,21766,4760,17006,0.7813103
G4804590,2010,3,7,Texas,48,Upshur County,459,39309,8137,31172,0.792999059
G4804610,2010,3,7,Texas,48,Upton County,461,3355,0,3355,1
G4804630,2010,3,7,Texas,48,Uvalde County,463,26405,18118,8287,0.313842075
G4804650,2010,3,7,Texas,48,Val Verde County,465,48879,43914,4965,0.101577365
G4804670,2010,3,7,Texas,48,Van Zandt County,467,52579,13135,39444,0.750185435
G4804690,2010,3,7,Texas,48,Victoria County,469,86793,63683,23110,0.266265713
G4804710,2010,3,7,Texas,48,Walker County,471,67861,36928,30933,0.455828827
G4804730,2010,3,7,Texas,48,Waller County,473,43205,16573,26632,0.616410138
G4804750,2010,3,7,Texas,48,Ward County,475,10658,7686,2972,0.278851567
G4804770,2010,3,7,Texas,48,Washington County,477,33718,15682,18036,0.534907171
G4804790,2010,3,7,Texas,48,Webb County,479,250304,243797,6507,0.025996388
G4804810,2010,3,7,Texas,48,Wharton County,481,41280,20683,20597,0.498958333
G4804830,2010,3,7,Texas,48,Wheeler County,483,5410,0,5410,1
G4804850,2010,3,7,Texas,48,Wichita County,485,131500,117473,14027,0.106669202
G4804870,2010,3,7,Texas,48,Wilbarger County,487,13535,10572,2963,0.218913927
G4804890,2010,3,7,Texas,48,Willacy County,489,22134,14481,7653,0.345757658
G4804910,2010,3,7,Texas,48,Williamson County,491,422679,372000,50679,0.119899498
G4804930,2010,3,7,Texas,48,Wilson County,493,42918,6068,36850,0.858614101
G4804950,2010,3,7,Texas,48,Winkler County,495,7110,5821,1289,0.181293952
G4804970,2010,3,7,Texas,48,Wise County,497,59127,16492,42635,0.721074974
G4804990,2010,3,7,Texas,48,Wood County,499,41964,10827,31137,0.741993137
G4805010,2010,3,7,Texas,48,Yoakum County,501,7879,4938,2941,0.37327072
G4805030,2010,3,7,Texas,48,Young County,503,18550,12323,6227,0.335687332
G4805050,2010,3,7,Texas,48,Zapata County,505,14018,10719,3299,0.235340277
G4805070,2010,3,7,Texas,48,Zavala County,507,11677,7236,4441,0.380320288
G4900010,2010,4,8,Utah,49,Beaver County,1,6629,2882,3747,0.565243626
G4900030,2010,4,8,Utah,49,Box Elder County,3,49975,34433,15542,0.310995498
G4900050,2010,4,8,Utah,49,Cache County,5,112656,94983,17673,0.156875799
G4900070,2010,4,8,Utah,49,Carbon County,7,21403,14187,7216,0.337148998
G4900090,2010,4,8,Utah,49,Daggett County,9,1059,0,1059,1
G4900110,2010,4,8,Utah,49,Davis County,11,306479,303661,2818,0.009194757
G4900130,2010,4,8,Utah,49,Duchesne County,13,18607,5915,12692,0.682108884
G4900150,2010,4,8,Utah,49,Emery County,15,10976,2893,8083,0.736424927
G4900170,2010,4,8,Utah,49,Garfield County,17,5172,0,5172,1
G4900190,2010,4,8,Utah,49,Grand County,19,9225,6883,2342,0.253875339
G4900210,2010,4,8,Utah,49,Iron County,21,46163,35751,10412,0.2255486
G4900230,2010,4,8,Utah,49,Juab County,23,10246,5792,4454,0.434706227
G4900250,2010,4,8,Utah,49,Kane County,25,7125,3212,3913,0.549192982
G4900270,2010,4,8,Utah,49,Millard County,27,12503,3258,9245,0.739422539
G4900290,2010,4,8,Utah,49,Morgan County,29,9469,3518,5951,0.628471856
G4900310,2010,4,8,Utah,49,Piute County,31,1556,0,1556,1
G4900330,2010,4,8,Utah,49,Rich County,33,2264,0,2264,1
G4900350,2010,4,8,Utah,49,Salt Lake County,35,1029655,1020354,9301,0.009033123
G4900370,2010,4,8,Utah,49,San Juan County,37,14746,3264,11482,0.778651838
G4900390,2010,4,8,Utah,49,Sanpete County,39,27822,16435,11387,0.409280426
G4900410,2010,4,8,Utah,49,Sevier County,41,20802,7340,13462,0.647149313
G4900430,2010,4,8,Utah,49,Summit County,43,36324,22085,14239,0.39199978
G4900450,2010,4,8,Utah,49,Tooele County,45,58218,47913,10305,0.177007111
G4900470,2010,4,8,Utah,49,Uintah County,47,32588,17321,15267,0.468485332
G4900490,2010,4,8,Utah,49,Utah County,49,516564,499378,17186,0.033269837
G4900510,2010,4,8,Utah,49,Wasatch County,51,23530,17212,6318,0.268508287
G4900530,2010,4,8,Utah,49,Washington County,53,138115,117103,21012,0.152134091
G4900550,2010,4,8,Utah,49,Wayne County,55,2778,0,2778,1
G4900570,2010,4,8,Utah,49,Weber County,57,231236,217822,13414,0.058009998
G5000010,2010,1,1,Vermont,50,Addison County,1,36821,7942,28879,0.784307868
G5000030,2010,1,1,Vermont,50,Bennington County,3,37125,13175,23950,0.645117845
G5000050,2010,1,1,Vermont,50,Caledonia County,5,31227,7997,23230,0.743907516
G5000070,2010,1,1,Vermont,50,Chittenden County,7,156545,115865,40680,0.259861382
G5000090,2010,1,1,Vermont,50,Essex County,9,6306,0,6306,1
G5000110,2010,1,1,Vermont,50,Franklin County,11,47746,13505,34241,0.717149081
G5000130,2010,1,1,Vermont,50,Grand Isle County,13,6970,0,6970,1
G5000150,2010,1,1,Vermont,50,Lamoille County,15,24475,0,24475,1
G5000170,2010,1,1,Vermont,50,Orange County,17,28936,799,28137,0.972387338
G5000190,2010,1,1,Vermont,50,Orleans County,19,27231,4004,23227,0.852961698
G5000210,2010,1,1,Vermont,50,Rutland County,21,61642,24032,37610,0.610135946
G5000230,2010,1,1,Vermont,50,Washington County,23,59534,28097,31437,0.528051198
G5000250,2010,1,1,Vermont,50,Windham County,25,44513,14135,30378,0.682452317
G5000270,2010,1,1,Vermont,50,Windsor County,27,56670,13834,42836,0.755884948
G5100010,2010,3,5,Virginia,51,Accomack County,1,33164,0,33164,1
G5100030,2010,3,5,Virginia,51,Albemarle County,3,98970,54411,44559,0.450227342
G5100050,2010,3,5,Virginia,51,Alleghany County,5,16250,7736,8514,0.523938462
G5100070,2010,3,5,Virginia,51,Amelia County,7,12690,0,12690,1
G5100090,2010,3,5,Virginia,51,Amherst County,9,32353,11756,20597,0.636633388
G5100110,2010,3,5,Virginia,51,Appomattox County,11,14973,0,14973,1
G5100130,2010,3,5,Virginia,51,Arlington County,13,207627,207627,0,0
G5100150,2010,3,5,Virginia,51,Augusta County,15,73750,24752,48998,0.664379661
G5100170,2010,3,5,Virginia,51,Bath County,17,4731,0,4731,1
G5100190,2010,3,5,Virginia,51,Bedford County,19,68676,14812,53864,0.784320578
G5100210,2010,3,5,Virginia,51,Bland County,21,6824,0,6824,1
G5100230,2010,3,5,Virginia,51,Botetourt County,23,33148,11901,21247,0.640973814
G5100250,2010,3,5,Virginia,51,Brunswick County,25,17434,4270,13164,0.755076288
G5100270,2010,3,5,Virginia,51,Buchanan County,27,24098,0,24098,1
G5100290,2010,3,5,Virginia,51,Buckingham County,29,17146,0,17146,1
G5100310,2010,3,5,Virginia,51,Campbell County,31,54842,21326,33516,0.611137449
G5100330,2010,3,5,Virginia,51,Caroline County,33,28545,6165,22380,0.784025223
G5100350,2010,3,5,Virginia,51,Carroll County,35,30042,858,29184,0.971439984
G5100360,2010,3,5,Virginia,51,Charles City County,36,7256,0,7256,1
G5100370,2010,3,5,Virginia,51,Charlotte County,37,12586,0,12586,1
G5100410,2010,3,5,Virginia,51,Chesterfield County,41,316236,297487,18749,0.059288
G5100430,2010,3,5,Virginia,51,Clarke County,43,14034,4277,9757,0.695240131
G5100450,2010,3,5,Virginia,51,Craig County,45,5190,0,5190,1
G5100470,2010,3,5,Virginia,51,Culpeper County,47,46689,17778,28911,0.619225085
G5100490,2010,3,5,Virginia,51,Cumberland County,49,10052,402,9650,0.960007959
G5100510,2010,3,5,Virginia,51,Dickenson County,51,15903,0,15903,1
G5100530,2010,3,5,Virginia,51,Dinwiddie County,53,28001,8062,19939,0.712081711
G5100570,2010,3,5,Virginia,51,Essex County,57,11151,2534,8617,0.772755807
G5100590,2010,3,5,Virginia,51,Fairfax County,59,1081726,1066647,15079,0.013939759
G5100610,2010,3,5,Virginia,51,Fauquier County,61,65203,27714,37489,0.574958207
G5100630,2010,3,5,Virginia,51,Floyd County,63,15279,0,15279,1
G5100650,2010,3,5,Virginia,51,Fluvanna County,65,25691,9528,16163,0.629130824
G5100670,2010,3,5,Virginia,51,Franklin County,67,56159,6048,50111,0.892305775
G5100690,2010,3,5,Virginia,51,Frederick County,69,78305,43246,35059,0.447723645
G5100710,2010,3,5,Virginia,51,Giles County,71,17286,5828,11458,0.662848548
G5100730,2010,3,5,Virginia,51,Gloucester County,73,36858,13038,23820,0.64626404
G5100750,2010,3,5,Virginia,51,Goochland County,75,21717,653,21064,0.96993139
G5100770,2010,3,5,Virginia,51,Grayson County,77,15533,19,15514,0.998776798
G5100790,2010,3,5,Virginia,51,Greene County,79,18403,8973,9430,0.512416454
G5100810,2010,3,5,Virginia,51,Greensville County,81,12243,1590,10653,0.87012987
G5100830,2010,3,5,Virginia,51,Halifax County,83,36241,8306,27935,0.770812064
G5100850,2010,3,5,Virginia,51,Hanover County,85,99863,60831,39032,0.390855472
G5100870,2010,3,5,Virginia,51,Henrico County,87,306935,293832,13103,0.04268982
G5100890,2010,3,5,Virginia,51,Henry County,89,54151,21270,32881,0.60720947
G5100910,2010,3,5,Virginia,51,Highland County,91,2321,0,2321,1
G5100930,2010,3,5,Virginia,51,Isle of Wight County,93,35270,15030,20240,0.573858804
G5100950,2010,3,5,Virginia,51,James City County,95,67009,56387,10622,0.15851602
G5100970,2010,3,5,Virginia,51,King and Queen County,97,6945,0,6945,1
G5100990,2010,3,5,Virginia,51,King George County,99,23584,6323,17261,0.731894505
G5101010,2010,3,5,Virginia,51,King William County,101,15935,2675,13260,0.83213053
G5101030,2010,3,5,Virginia,51,Lancaster County,103,11391,0,11391,1
G5101050,2010,3,5,Virginia,51,Lee County,105,25587,112,25475,0.995622777
G5101070,2010,3,5,Virginia,51,Loudoun County,107,312311,272957,39354,0.12600901
G5101090,2010,3,5,Virginia,51,Louisa County,109,33153,0,33153,1
G5101110,2010,3,5,Virginia,51,Lunenburg County,111,12914,0,12914,1
G5101130,2010,3,5,Virginia,51,Madison County,113,13308,0,13308,1
G5101150,2010,3,5,Virginia,51,Mathews County,115,8978,0,8978,1
G5101170,2010,3,5,Virginia,51,Mecklenburg County,117,32727,7262,25465,0.778103706
G5101190,2010,3,5,Virginia,51,Middlesex County,119,10959,0,10959,1
G5101210,2010,3,5,Virginia,51,Montgomery County,121,94392,70864,23528,0.249258412
G5101250,2010,3,5,Virginia,51,Nelson County,125,15020,0,15020,1
G5101270,2010,3,5,Virginia,51,New Kent County,127,18429,0,18429,1
G5101310,2010,3,5,Virginia,51,Northampton County,131,12389,0,12389,1
G5101330,2010,3,5,Virginia,51,Northumberland County,133,12330,0,12330,1
G5101350,2010,3,5,Virginia,51,Nottoway County,135,15853,7555,8298,0.52343405
G5101370,2010,3,5,Virginia,51,Orange County,137,33481,14136,19345,0.577790389
G5101390,2010,3,5,Virginia,51,Page County,139,24042,4770,19272,0.801597205
G5101410,2010,3,5,Virginia,51,Patrick County,141,18490,0,18490,1
G5101430,2010,3,5,Virginia,51,Pittsylvania County,143,63506,9126,54380,0.856297043
G5101450,2010,3,5,Virginia,51,Powhatan County,145,28046,91,27955,0.996755331
G5101470,2010,3,5,Virginia,51,Prince Edward County,147,23368,8597,14771,0.632103732
G5101490,2010,3,5,Virginia,51,Prince George County,149,35725,16647,19078,0.534023793
G5101530,2010,3,5,Virginia,51,Prince William County,153,402002,385254,16748,0.041661484
G5101550,2010,3,5,Virginia,51,Pulaski County,155,34872,18516,16356,0.469029594
G5101570,2010,3,5,Virginia,51,Rappahannock County,157,7373,0,7373,1
G5101590,2010,3,5,Virginia,51,Richmond County,159,9254,0,9254,1
G5101610,2010,3,5,Virginia,51,Roanoke County,161,92376,75249,17127,0.1854053
G5101630,2010,3,5,Virginia,51,Rockbridge County,163,22307,1865,20442,0.916393957
G5101650,2010,3,5,Virginia,51,Rockingham County,165,76314,31035,45279,0.593324947
G5101670,2010,3,5,Virginia,51,Russell County,167,28897,3414,25483,0.881856248
G5101690,2010,3,5,Virginia,51,Scott County,169,23177,4143,19034,0.8212452
G5101710,2010,3,5,Virginia,51,Shenandoah County,171,41993,14032,27961,0.66584907
G5101730,2010,3,5,Virginia,51,Smyth County,173,32208,7960,24248,0.752856433
G5101750,2010,3,5,Virginia,51,Southampton County,175,18570,378,18192,0.979644588
G5101770,2010,3,5,Virginia,51,Spotsylvania County,177,122397,82829,39568,0.323275897
G5101790,2010,3,5,Virginia,51,Stafford County,179,128961,103485,25476,0.197548096
G5101810,2010,3,5,Virginia,51,Surry County,181,7058,0,7058,1
G5101830,2010,3,5,Virginia,51,Sussex County,183,12087,0,12087,1
G5101850,2010,3,5,Virginia,51,Tazewell County,185,45078,21688,23390,0.518878389
G5101870,2010,3,5,Virginia,51,Warren County,187,37575,18634,18941,0.504085163
G5101910,2010,3,5,Virginia,51,Washington County,191,54876,15543,39333,0.716761426
G5101930,2010,3,5,Virginia,51,Westmoreland County,193,17454,3693,13761,0.788415263
G5101950,2010,3,5,Virginia,51,Wise County,195,41452,17961,23491,0.566703657
G5101970,2010,3,5,Virginia,51,Wythe County,197,29235,7212,22023,0.753309389
G5101990,2010,3,5,Virginia,51,York County,199,65464,61471,3993,0.060995356
G5105100,2010,3,5,Virginia,51,Alexandria City,510,139966,139966,0,0
G5105150,2010,3,5,Virginia,51,Bedford City,515,6222,6094,128,0.020572163
G5105200,2010,3,5,Virginia,51,Bristol City,520,17835,17828,7,0.000392487
G5105300,2010,3,5,Virginia,51,Buena Vista City,530,6650,6391,259,0.038947368
G5105400,2010,3,5,Virginia,51,Charlottesville City,540,43475,43475,0,0
G5105500,2010,3,5,Virginia,51,Chesapeake City,550,222209,205261,16948,0.076270538
G5105700,2010,3,5,Virginia,51,Colonial Heights City,570,17411,17411,0,0
G5105800,2010,3,5,Virginia,51,Covington City,580,5961,5961,0,0
G5105900,2010,3,5,Virginia,51,Danville City,590,43055,41111,1944,0.04515155
G5105950,2010,3,5,Virginia,51,Emporia City,595,5927,5553,374,0.063101063
G5106000,2010,3,5,Virginia,51,Fairfax City,600,22565,22565,0,0
G5106100,2010,3,5,Virginia,51,Falls Church City,610,12332,12332,0,0
G5106200,2010,3,5,Virginia,51,Franklin City,620,8582,8303,279,0.032509904
G5106300,2010,3,5,Virginia,51,Fredericksburg City,630,24286,24003,283,0.011652804
G5106400,2010,3,5,Virginia,51,Galax City,640,7042,6076,966,0.137176938
G5106500,2010,3,5,Virginia,51,Hampton City,650,137436,137094,342,0.002488431
G5106600,2010,3,5,Virginia,51,Harrisonburg City,660,48914,48914,0,0
G5106700,2010,3,5,Virginia,51,Hopewell City,670,22591,22591,0,0
G5106780,2010,3,5,Virginia,51,Lexington City,678,7042,7042,0,0
G5106800,2010,3,5,Virginia,51,Lynchburg City,680,75568,73534,2034,0.026916155
G5106830,2010,3,5,Virginia,51,Manassas City,683,37821,37821,0,0
G5106850,2010,3,5,Virginia,51,Manassas Park City,685,14273,14273,0,0
G5106900,2010,3,5,Virginia,51,Martinsville City,690,13821,13821,0,0
G5107000,2010,3,5,Virginia,51,Newport News City,700,180719,180668,51,0.000282206
G5107100,2010,3,5,Virginia,51,Norfolk City,710,242803,242803,0,0
G5107200,2010,3,5,Virginia,51,Norton City,720,3958,3856,102,0.025770591
G5107300,2010,3,5,Virginia,51,Petersburg City,730,32420,31737,683,0.021067242
G5107350,2010,3,5,Virginia,51,Poquoson City,735,12150,11360,790,0.065020576
G5107400,2010,3,5,Virginia,51,Portsmouth City,740,95535,95535,0,0
G5107500,2010,3,5,Virginia,51,Radford City,750,16408,15927,481,0.029314968
G5107600,2010,3,5,Virginia,51,Richmond City,760,204214,204214,0,0
